user_id,session_id,event_time,event_type,product_category,device_type,traffic_source
757,S00757,2025-06-23 05:07:00,visit,Fashion,Desktop,Paid Search
757,S00757,2025-06-23 05:11:00,product_view,Beauty,Mobile,Direct
758,S00758,2025-04-11 14:24:00,visit,Beauty,Tablet,Email
758,S00758,2025-04-11 14:26:00,product_view,Home,Mobile,Email
759,S00759,2025-05-08 01:21:00,visit,Beauty,Mobile,Email
759,S00759,2025-05-08 01:30:00,product_view,Electronics,Desktop,Paid Search
760,S00760,2025-01-24 08:45:00,visit,Home,Tablet,Organic
760,S00760,2025-01-24 08:51:00,product_view,Home,Mobile,Email
760,S00760,2025-01-24 08:58:00,add_to_cart,Sports,Desktop,Social
760,S00760,2025-01-24 09:08:00,purchase,Electronics,Mobile,Paid Search
761,S00761,2025-06-27 21:38:00,visit,Home,Tablet,Direct
762,S00762,2025-04-15 11:18:00,visit,Beauty,Desktop,Paid Search
763,S00763,2025-01-12 14:20:00,visit,Sports,Desktop,Paid Search
763,S00763,2025-01-12 14:26:00,product_view,Sports,Desktop,Social
763,S00763,2025-01-12 14:28:00,add_to_cart,Sports,Mobile,Organic
764,S00764,2025-04-20 20:08:00,visit,Beauty,Mobile,Paid Search
764,S00764,2025-04-20 20:15:00,product_view,Home,Mobile,Paid Search
764,S00764,2025-04-20 20:17:00,add_to_cart,Beauty,Mobile,Social
764,S00764,2025-04-20 20:20:00,purchase,Home,Desktop,Email
765,S00765,2025-01-29 14:05:00,visit,Electronics,Mobile,Direct
765,S00765,2025-01-29 14:07:00,product_view,Beauty,Mobile,Paid Search
766,S00766,2025-02-26 09:20:00,visit,Beauty,Tablet,Email
766,S00766,2025-02-26 09:30:00,product_view,Home,Tablet,Paid Search
766,S00766,2025-02-26 09:38:00,add_to_cart,Home,Mobile,Organic
767,S00767,2025-03-23 03:25:00,visit,Electronics,Desktop,Direct
767,S00767,2025-03-23 03:34:00,product_view,Home,Tablet,Email
767,S00767,2025-03-23 03:35:00,add_to_cart,Electronics,Desktop,Email
767,S00767,2025-03-23 03:49:00,purchase,Home,Desktop,Direct
768,S00768,2025-05-30 21:37:00,visit,Fashion,Desktop,Paid Search
768,S00768,2025-05-30 21:47:00,product_view,Beauty,Desktop,Email
769,S00769,2025-02-03 09:28:00,visit,Sports,Mobile,Email
769,S00769,2025-02-03 09:29:00,product_view,Fashion,Mobile,Social
770,S00770,2025-04-08 21:24:00,visit,Home,Tablet,Organic
770,S00770,2025-04-08 21:28:00,product_view,Beauty,Desktop,Direct
770,S00770,2025-04-08 21:34:00,add_to_cart,Electronics,Mobile,Direct
771,S00771,2025-03-01 08:22:00,visit,Beauty,Desktop,Paid Search
771,S00771,2025-03-01 08:31:00,product_view,Electronics,Desktop,Organic
771,S00771,2025-03-01 08:39:00,add_to_cart,Beauty,Desktop,Email
772,S00772,2025-03-14 05:05:00,visit,Electronics,Mobile,Social
772,S00772,2025-03-14 05:08:00,product_view,Home,Tablet,Email
772,S00772,2025-03-14 05:10:00,add_to_cart,Electronics,Tablet,Paid Search
773,S00773,2025-03-21 16:26:00,visit,Fashion,Desktop,Social
774,S00774,2025-02-01 01:18:00,visit,Electronics,Tablet,Organic
774,S00774,2025-02-01 01:20:00,product_view,Sports,Tablet,Email
774,S00774,2025-02-01 01:21:00,add_to_cart,Home,Mobile,Email
774,S00774,2025-02-01 01:25:00,purchase,Electronics,Tablet,Direct
775,S00775,2025-02-09 08:26:00,visit,Beauty,Tablet,Organic
776,S00776,2025-05-28 17:32:00,visit,Sports,Tablet,Organic
776,S00776,2025-05-28 17:37:00,product_view,Beauty,Mobile,Direct
776,S00776,2025-05-28 17:44:00,add_to_cart,Fashion,Mobile,Social
777,S00777,2025-02-06 09:45:00,visit,Electronics,Mobile,Email
777,S00777,2025-02-06 09:46:00,product_view,Home,Mobile,Organic
777,S00777,2025-02-06 09:48:00,add_to_cart,Fashion,Tablet,Paid Search
777,S00777,2025-02-06 09:57:00,purchase,Electronics,Desktop,Social
778,S00778,2025-04-13 07:39:00,visit,Fashion,Tablet,Paid Search
779,S00779,2025-03-13 22:03:00,visit,Beauty,Mobile,Paid Search
779,S00779,2025-03-13 22:09:00,product_view,Home,Mobile,Organic
779,S00779,2025-03-13 22:15:00,add_to_cart,Electronics,Desktop,Paid Search
779,S00779,2025-03-13 22:17:00,purchase,Home,Tablet,Direct
780,S00780,2025-03-09 04:05:00,visit,Electronics,Mobile,Paid Search
780,S00780,2025-03-09 04:15:00,product_view,Beauty,Mobile,Direct
781,S00781,2025-06-17 21:15:00,visit,Sports,Mobile,Social
782,S00782,2025-04-20 04:51:00,visit,Home,Tablet,Email
782,S00782,2025-04-20 04:54:00,product_view,Home,Mobile,Social
783,S00783,2025-05-02 07:25:00,visit,Beauty,Mobile,Social
783,S00783,2025-05-02 07:35:00,product_view,Beauty,Desktop,Direct
784,S00784,2025-02-12 07:28:00,visit,Sports,Tablet,Organic
784,S00784,2025-02-12 07:38:00,product_view,Electronics,Desktop,Paid Search
785,S00785,2025-05-18 20:27:00,visit,Fashion,Tablet,Organic
785,S00785,2025-05-18 20:33:00,product_view,Beauty,Desktop,Paid Search
785,S00785,2025-05-18 20:37:00,add_to_cart,Electronics,Mobile,Direct
786,S00786,2025-03-22 18:40:00,visit,Home,Mobile,Social
786,S00786,2025-03-22 18:41:00,product_view,Sports,Desktop,Social
787,S00787,2025-02-11 16:33:00,visit,Home,Desktop,Paid Search
787,S00787,2025-02-11 16:34:00,product_view,Fashion,Tablet,Paid Search
788,S00788,2025-03-11 10:44:00,visit,Sports,Desktop,Paid Search
788,S00788,2025-03-11 10:45:00,product_view,Electronics,Desktop,Organic
789,S00789,2025-01-10 11:39:00,visit,Fashion,Mobile,Paid Search
789,S00789,2025-01-10 11:49:00,product_view,Sports,Mobile,Paid Search
789,S00789,2025-01-10 11:56:00,add_to_cart,Beauty,Desktop,Paid Search
790,S00790,2025-02-14 14:05:00,visit,Beauty,Mobile,Direct
790,S00790,2025-02-14 14:10:00,product_view,Sports,Desktop,Paid Search
790,S00790,2025-02-14 14:18:00,add_to_cart,Electronics,Desktop,Email
790,S00790,2025-02-14 14:26:00,purchase,Beauty,Desktop,Direct
791,S00791,2025-04-21 22:29:00,visit,Beauty,Mobile,Email
791,S00791,2025-04-21 22:36:00,product_view,Beauty,Mobile,Social
792,S00792,2025-01-28 19:35:00,visit,Sports,Tablet,Paid Search
792,S00792,2025-01-28 19:43:00,product_view,Home,Desktop,Social
792,S00792,2025-01-28 19:51:00,add_to_cart,Electronics,Desktop,Paid Search
793,S00793,2025-02-05 15:05:00,visit,Fashion,Mobile,Organic
793,S00793,2025-02-05 15:14:00,product_view,Home,Desktop,Email
794,S00794,2025-06-21 04:10:00,visit,Beauty,Tablet,Social
794,S00794,2025-06-21 04:15:00,product_view,Sports,Mobile,Email
795,S00795,2025-06-17 18:32:00,visit,Electronics,Desktop,Direct
795,S00795,2025-06-17 18:39:00,product_view,Home,Tablet,Social
795,S00795,2025-06-17 18:47:00,add_to_cart,Home,Tablet,Organic
796,S00796,2025-06-18 16:01:00,visit,Beauty,Tablet,Paid Search
796,S00796,2025-06-18 16:02:00,product_view,Home,Tablet,Organic
797,S00797,2025-04-28 11:30:00,visit,Fashion,Desktop,Direct
797,S00797,2025-04-28 11:33:00,product_view,Home,Mobile,Direct
798,S00798,2025-05-01 14:57:00,visit,Fashion,Mobile,Organic
798,S00798,2025-05-01 15:04:00,product_view,Beauty,Tablet,Direct
799,S00799,2025-01-15 15:02:00,visit,Sports,Mobile,Email
799,S00799,2025-01-15 15:09:00,product_view,Home,Tablet,Social
799,S00799,2025-01-15 15:16:00,add_to_cart,Sports,Desktop,Email
800,S00800,2025-06-18 06:25:00,visit,Electronics,Mobile,Direct
800,S00800,2025-06-18 06:31:00,product_view,Fashion,Desktop,Paid Search
801,S00801,2025-03-14 10:45:00,visit,Home,Mobile,Paid Search
801,S00801,2025-03-14 10:46:00,product_view,Electronics,Mobile,Email
801,S00801,2025-03-14 10:51:00,add_to_cart,Beauty,Mobile,Paid Search
801,S00801,2025-03-14 11:03:00,purchase,Fashion,Mobile,Email
802,S00802,2025-02-03 03:06:00,visit,Sports,Mobile,Email
802,S00802,2025-02-03 03:10:00,product_view,Fashion,Mobile,Organic
803,S00803,2025-05-28 07:21:00,visit,Fashion,Desktop,Email
803,S00803,2025-05-28 07:31:00,product_view,Electronics,Tablet,Paid Search
803,S00803,2025-05-28 07:33:00,add_to_cart,Beauty,Mobile,Social
803,S00803,2025-05-28 07:34:00,purchase,Sports,Mobile,Email
804,S00804,2025-03-30 07:50:00,visit,Electronics,Mobile,Organic
804,S00804,2025-03-30 07:51:00,product_view,Sports,Mobile,Organic
804,S00804,2025-03-30 07:52:00,add_to_cart,Beauty,Tablet,Direct
805,S00805,2025-05-19 14:26:00,visit,Home,Desktop,Email
805,S00805,2025-05-19 14:36:00,product_view,Beauty,Desktop,Social
806,S00806,2025-03-04 10:55:00,visit,Home,Mobile,Social
806,S00806,2025-03-04 11:02:00,product_view,Sports,Mobile,Social
807,S00807,2025-05-27 18:38:00,visit,Electronics,Mobile,Email
808,S00808,2025-03-15 03:31:00,visit,Fashion,Mobile,Direct
808,S00808,2025-03-15 03:40:00,product_view,Home,Tablet,Paid Search
808,S00808,2025-03-15 03:48:00,add_to_cart,Sports,Desktop,Paid Search
808,S00808,2025-03-15 03:59:00,purchase,Home,Mobile,Social
809,S00809,2025-06-09 00:05:00,visit,Electronics,Tablet,Social
809,S00809,2025-06-09 00:09:00,product_view,Sports,Desktop,Email
810,S00810,2025-05-25 12:51:00,visit,Electronics,Desktop,Email
811,S00811,2025-06-21 09:22:00,visit,Beauty,Tablet,Organic
811,S00811,2025-06-21 09:27:00,product_view,Sports,Mobile,Paid Search
812,S00812,2025-06-09 12:19:00,visit,Sports,Tablet,Direct
812,S00812,2025-06-09 12:27:00,product_view,Electronics,Desktop,Direct
813,S00813,2025-03-26 23:29:00,visit,Fashion,Desktop,Organic
813,S00813,2025-03-26 23:38:00,product_view,Fashion,Mobile,Paid Search
813,S00813,2025-03-26 23:40:00,add_to_cart,Electronics,Desktop,Organic
813,S00813,2025-03-26 23:55:00,purchase,Home,Desktop,Social
814,S00814,2025-02-10 02:50:00,visit,Home,Tablet,Email
815,S00815,2025-05-03 01:54:00,visit,Electronics,Tablet,Paid Search
816,S00816,2025-04-26 08:00:00,visit,Beauty,Mobile,Social
817,S00817,2025-06-19 15:00:00,visit,Sports,Tablet,Organic
817,S00817,2025-06-19 15:07:00,product_view,Beauty,Tablet,Direct
818,S00818,2025-03-21 13:07:00,visit,Fashion,Mobile,Social
818,S00818,2025-03-21 13:09:00,product_view,Electronics,Mobile,Social
819,S00819,2025-06-20 14:44:00,visit,Fashion,Tablet,Organic
819,S00819,2025-06-20 14:47:00,product_view,Home,Desktop,Direct
820,S00820,2025-02-26 13:54:00,visit,Electronics,Tablet,Direct
820,S00820,2025-02-26 14:01:00,product_view,Beauty,Desktop,Social
821,S00821,2025-06-20 00:22:00,visit,Fashion,Tablet,Direct
821,S00821,2025-06-20 00:24:00,product_view,Beauty,Mobile,Direct
822,S00822,2025-02-27 12:18:00,visit,Fashion,Desktop,Paid Search
822,S00822,2025-02-27 12:26:00,product_view,Fashion,Tablet,Social
822,S00822,2025-02-27 12:27:00,add_to_cart,Sports,Desktop,Social
822,S00822,2025-02-27 12:39:00,purchase,Electronics,Desktop,Direct
823,S00823,2025-03-29 01:38:00,visit,Fashion,Desktop,Social
823,S00823,2025-03-29 01:45:00,product_view,Electronics,Desktop,Paid Search
824,S00824,2025-02-08 08:10:00,visit,Fashion,Tablet,Organic
825,S00825,2025-05-22 06:33:00,visit,Fashion,Desktop,Email
825,S00825,2025-05-22 06:36:00,product_view,Electronics,Tablet,Email
825,S00825,2025-05-22 06:44:00,add_to_cart,Home,Desktop,Email
825,S00825,2025-05-22 06:56:00,purchase,Home,Desktop,Paid Search
826,S00826,2025-05-08 15:11:00,visit,Sports,Desktop,Organic
826,S00826,2025-05-08 15:21:00,product_view,Electronics,Tablet,Social
826,S00826,2025-05-08 15:24:00,add_to_cart,Sports,Mobile,Email
827,S00827,2025-02-22 23:45:00,visit,Fashion,Mobile,Paid Search
827,S00827,2025-02-22 23:49:00,product_view,Electronics,Desktop,Direct
827,S00827,2025-02-22 23:52:00,add_to_cart,Beauty,Desktop,Paid Search
828,S00828,2025-01-18 11:38:00,visit,Home,Desktop,Paid Search
829,S00829,2025-01-22 08:41:00,visit,Sports,Tablet,Social
829,S00829,2025-01-22 08:44:00,product_view,Beauty,Mobile,Organic
829,S00829,2025-01-22 08:51:00,add_to_cart,Beauty,Desktop,Direct
830,S00830,2025-04-29 20:06:00,visit,Beauty,Tablet,Organic
830,S00830,2025-04-29 20:13:00,product_view,Home,Tablet,Email
830,S00830,2025-04-29 20:15:00,add_to_cart,Electronics,Mobile,Organic
830,S00830,2025-04-29 20:26:00,purchase,Sports,Mobile,Organic
831,S00831,2025-04-17 19:59:00,visit,Sports,Tablet,Email
831,S00831,2025-04-17 20:01:00,product_view,Sports,Mobile,Email
831,S00831,2025-04-17 20:08:00,add_to_cart,Home,Tablet,Paid Search
831,S00831,2025-04-17 20:10:00,purchase,Sports,Mobile,Email
832,S00832,2025-05-28 23:28:00,visit,Electronics,Desktop,Direct
832,S00832,2025-05-28 23:37:00,product_view,Beauty,Mobile,Direct
833,S00833,2025-04-09 02:50:00,visit,Electronics,Mobile,Organic
833,S00833,2025-04-09 03:00:00,product_view,Fashion,Mobile,Direct
833,S00833,2025-04-09 03:06:00,add_to_cart,Electronics,Mobile,Paid Search
833,S00833,2025-04-09 03:17:00,purchase,Fashion,Mobile,Direct
834,S00834,2025-02-16 17:48:00,visit,Electronics,Mobile,Organic
834,S00834,2025-02-16 17:54:00,product_view,Sports,Mobile,Email
835,S00835,2025-04-30 19:32:00,visit,Electronics,Mobile,Social
835,S00835,2025-04-30 19:41:00,product_view,Home,Tablet,Direct
835,S00835,2025-04-30 19:49:00,add_to_cart,Home,Tablet,Social
835,S00835,2025-04-30 19:58:00,purchase,Fashion,Tablet,Organic
836,S00836,2025-05-01 15:01:00,visit,Electronics,Mobile,Organic
836,S00836,2025-05-01 15:06:00,product_view,Fashion,Mobile,Direct
837,S00837,2025-04-18 17:32:00,visit,Home,Desktop,Paid Search
837,S00837,2025-04-18 17:39:00,product_view,Electronics,Tablet,Social
837,S00837,2025-04-18 17:42:00,add_to_cart,Beauty,Desktop,Organic
838,S00838,2025-05-04 03:47:00,visit,Beauty,Tablet,Paid Search
838,S00838,2025-05-04 03:49:00,product_view,Home,Tablet,Paid Search
839,S00839,2025-04-13 14:35:00,visit,Sports,Tablet,Paid Search
839,S00839,2025-04-13 14:38:00,product_view,Home,Desktop,Email
839,S00839,2025-04-13 14:42:00,add_to_cart,Electronics,Desktop,Organic
839,S00839,2025-04-13 14:53:00,purchase,Sports,Desktop,Organic
840,S00840,2025-03-01 22:59:00,visit,Electronics,Desktop,Social
840,S00840,2025-03-01 23:02:00,product_view,Fashion,Desktop,Organic
840,S00840,2025-03-01 23:06:00,add_to_cart,Beauty,Mobile,Organic
840,S00840,2025-03-01 23:18:00,purchase,Home,Tablet,Email
841,S00841,2025-01-18 09:25:00,visit,Sports,Desktop,Direct
842,S00842,2025-04-11 09:43:00,visit,Home,Tablet,Organic
843,S00843,2025-02-01 02:00:00,visit,Home,Desktop,Paid Search
843,S00843,2025-02-01 02:09:00,product_view,Sports,Tablet,Email
843,S00843,2025-02-01 02:12:00,add_to_cart,Home,Mobile,Direct
844,S00844,2025-04-30 16:56:00,visit,Fashion,Mobile,Email
844,S00844,2025-04-30 17:01:00,product_view,Electronics,Tablet,Social
845,S00845,2025-02-15 08:23:00,visit,Sports,Desktop,Email
845,S00845,2025-02-15 08:29:00,product_view,Beauty,Tablet,Social
845,S00845,2025-02-15 08:36:00,add_to_cart,Sports,Tablet,Paid Search
845,S00845,2025-02-15 08:50:00,purchase,Electronics,Desktop,Email
846,S00846,2025-05-21 06:42:00,visit,Home,Mobile,Organic
846,S00846,2025-05-21 06:46:00,product_view,Electronics,Mobile,Direct
846,S00846,2025-05-21 06:51:00,add_to_cart,Sports,Desktop,Organic
847,S00847,2025-03-19 04:24:00,visit,Sports,Tablet,Paid Search
847,S00847,2025-03-19 04:33:00,product_view,Sports,Tablet,Organic
847,S00847,2025-03-19 04:37:00,add_to_cart,Electronics,Tablet,Email
848,S00848,2025-05-17 11:20:00,visit,Home,Mobile,Direct
848,S00848,2025-05-17 11:21:00,product_view,Sports,Desktop,Paid Search
849,S00849,2025-06-10 13:12:00,visit,Sports,Mobile,Paid Search
849,S00849,2025-06-10 13:15:00,product_view,Sports,Desktop,Organic
849,S00849,2025-06-10 13:22:00,add_to_cart,Fashion,Desktop,Organic
849,S00849,2025-06-10 13:33:00,purchase,Fashion,Tablet,Organic
850,S00850,2025-02-22 19:18:00,visit,Home,Desktop,Social
850,S00850,2025-02-22 19:19:00,product_view,Sports,Desktop,Paid Search
851,S00851,2025-06-19 03:20:00,visit,Sports,Mobile,Email
852,S00852,2025-06-04 10:30:00,visit,Beauty,Mobile,Social
852,S00852,2025-06-04 10:38:00,product_view,Home,Desktop,Social
852,S00852,2025-06-04 10:44:00,add_to_cart,Fashion,Desktop,Social
852,S00852,2025-06-04 10:51:00,purchase,Beauty,Mobile,Organic
853,S00853,2025-04-07 07:39:00,visit,Sports,Mobile,Email
853,S00853,2025-04-07 07:47:00,product_view,Electronics,Mobile,Social
853,S00853,2025-04-07 07:54:00,add_to_cart,Home,Desktop,Social
853,S00853,2025-04-07 07:57:00,purchase,Sports,Desktop,Organic
854,S00854,2025-03-21 20:09:00,visit,Beauty,Mobile,Paid Search
854,S00854,2025-03-21 20:16:00,product_view,Electronics,Desktop,Paid Search
854,S00854,2025-03-21 20:21:00,add_to_cart,Electronics,Mobile,Email
854,S00854,2025-03-21 20:27:00,purchase,Electronics,Mobile,Paid Search
855,S00855,2025-06-22 15:31:00,visit,Beauty,Tablet,Social
855,S00855,2025-06-22 15:39:00,product_view,Sports,Desktop,Paid Search
855,S00855,2025-06-22 15:46:00,add_to_cart,Sports,Tablet,Email
855,S00855,2025-06-22 15:48:00,purchase,Electronics,Mobile,Paid Search
856,S00856,2025-03-04 15:29:00,visit,Sports,Mobile,Paid Search
856,S00856,2025-03-04 15:35:00,product_view,Beauty,Tablet,Organic
856,S00856,2025-03-04 15:40:00,add_to_cart,Home,Desktop,Organic
857,S00857,2025-02-15 02:25:00,visit,Sports,Mobile,Direct
857,S00857,2025-02-15 02:30:00,product_view,Electronics,Desktop,Paid Search
858,S00858,2025-03-20 03:01:00,visit,Fashion,Desktop,Organic
858,S00858,2025-03-20 03:10:00,product_view,Sports,Mobile,Paid Search
859,S00859,2025-04-18 14:58:00,visit,Fashion,Mobile,Organic
859,S00859,2025-04-18 14:59:00,product_view,Home,Mobile,Paid Search
859,S00859,2025-04-18 15:03:00,add_to_cart,Electronics,Mobile,Email
859,S00859,2025-04-18 15:08:00,purchase,Fashion,Mobile,Social
860,S00860,2025-03-19 13:33:00,visit,Beauty,Mobile,Direct
860,S00860,2025-03-19 13:34:00,product_view,Home,Mobile,Social
860,S00860,2025-03-19 13:40:00,add_to_cart,Beauty,Mobile,Social
861,S00861,2025-02-03 02:05:00,visit,Electronics,Mobile,Organic
861,S00861,2025-02-03 02:11:00,product_view,Fashion,Desktop,Email
861,S00861,2025-02-03 02:13:00,add_to_cart,Beauty,Mobile,Social
862,S00862,2025-03-08 04:30:00,visit,Home,Desktop,Organic
862,S00862,2025-03-08 04:31:00,product_view,Sports,Mobile,Social
862,S00862,2025-03-08 04:37:00,add_to_cart,Sports,Tablet,Direct
862,S00862,2025-03-08 04:48:00,purchase,Home,Mobile,Direct
863,S00863,2025-03-11 21:56:00,visit,Electronics,Mobile,Paid Search
863,S00863,2025-03-11 22:06:00,product_view,Electronics,Mobile,Direct
864,S00864,2025-06-10 22:26:00,visit,Fashion,Mobile,Email
865,S00865,2025-01-14 15:09:00,visit,Sports,Tablet,Social
865,S00865,2025-01-14 15:17:00,product_view,Fashion,Tablet,Paid Search
865,S00865,2025-01-14 15:21:00,add_to_cart,Beauty,Tablet,Social
866,S00866,2025-05-19 05:40:00,visit,Sports,Desktop,Social
866,S00866,2025-05-19 05:42:00,product_view,Beauty,Mobile,Email
866,S00866,2025-05-19 05:43:00,add_to_cart,Fashion,Tablet,Social
867,S00867,2025-01-24 11:19:00,visit,Home,Mobile,Direct
867,S00867,2025-01-24 11:23:00,product_view,Beauty,Desktop,Direct
868,S00868,2025-06-26 20:42:00,visit,Electronics,Mobile,Email
868,S00868,2025-06-26 20:49:00,product_view,Sports,Desktop,Email
869,S00869,2025-02-07 16:04:00,visit,Fashion,Mobile,Paid Search
869,S00869,2025-02-07 16:14:00,product_view,Electronics,Tablet,Email
869,S00869,2025-02-07 16:19:00,add_to_cart,Home,Mobile,Social
870,S00870,2025-04-11 12:23:00,visit,Electronics,Mobile,Paid Search
870,S00870,2025-04-11 12:27:00,product_view,Home,Mobile,Paid Search
871,S00871,2025-02-20 13:32:00,visit,Fashion,Desktop,Organic
871,S00871,2025-02-20 13:36:00,product_view,Fashion,Tablet,Organic
871,S00871,2025-02-20 13:42:00,add_to_cart,Sports,Desktop,Social
871,S00871,2025-02-20 13:54:00,purchase,Sports,Desktop,Paid Search
872,S00872,2025-03-16 08:04:00,visit,Sports,Desktop,Social
873,S00873,2025-04-24 22:50:00,visit,Electronics,Desktop,Paid Search
873,S00873,2025-04-24 22:55:00,product_view,Fashion,Desktop,Organic
873,S00873,2025-04-24 22:57:00,add_to_cart,Beauty,Tablet,Social
874,S00874,2025-04-26 11:19:00,visit,Sports,Tablet,Paid Search
874,S00874,2025-04-26 11:23:00,product_view,Home,Desktop,Paid Search
875,S00875,2025-05-28 01:02:00,visit,Beauty,Mobile,Email
875,S00875,2025-05-28 01:09:00,product_view,Home,Mobile,Email
875,S00875,2025-05-28 01:12:00,add_to_cart,Beauty,Mobile,Paid Search
875,S00875,2025-05-28 01:20:00,purchase,Fashion,Tablet,Social
876,S00876,2025-01-04 19:57:00,visit,Home,Mobile,Paid Search
876,S00876,2025-01-04 20:07:00,product_view,Fashion,Mobile,Paid Search
876,S00876,2025-01-04 20:11:00,add_to_cart,Beauty,Tablet,Email
876,S00876,2025-01-04 20:20:00,purchase,Fashion,Tablet,Organic
877,S00877,2025-04-20 19:49:00,visit,Electronics,Desktop,Email
877,S00877,2025-04-20 19:50:00,product_view,Electronics,Mobile,Paid Search
878,S00878,2025-02-18 17:24:00,visit,Fashion,Tablet,Direct
878,S00878,2025-02-18 17:25:00,product_view,Electronics,Tablet,Social
879,S00879,2025-01-16 11:13:00,visit,Fashion,Mobile,Email
879,S00879,2025-01-16 11:21:00,product_view,Fashion,Desktop,Social
879,S00879,2025-01-16 11:25:00,add_to_cart,Electronics,Tablet,Social
880,S00880,2025-01-23 09:43:00,visit,Electronics,Mobile,Organic
880,S00880,2025-01-23 09:45:00,product_view,Sports,Desktop,Paid Search
880,S00880,2025-01-23 09:49:00,add_to_cart,Electronics,Mobile,Email
880,S00880,2025-01-23 09:55:00,purchase,Home,Mobile,Email
881,S00881,2025-05-06 00:31:00,visit,Electronics,Desktop,Paid Search
882,S00882,2025-02-10 20:57:00,visit,Electronics,Desktop,Social
882,S00882,2025-02-10 21:03:00,product_view,Electronics,Desktop,Organic
883,S00883,2025-04-21 01:07:00,visit,Fashion,Mobile,Email
883,S00883,2025-04-21 01:17:00,product_view,Fashion,Tablet,Email
883,S00883,2025-04-21 01:22:00,add_to_cart,Sports,Desktop,Social
884,S00884,2025-02-19 08:25:00,visit,Beauty,Tablet,Social
885,S00885,2025-05-28 14:05:00,visit,Electronics,Mobile,Paid Search
885,S00885,2025-05-28 14:08:00,product_view,Home,Mobile,Email
885,S00885,2025-05-28 14:16:00,add_to_cart,Electronics,Mobile,Direct
885,S00885,2025-05-28 14:28:00,purchase,Home,Mobile,Organic
886,S00886,2025-02-28 19:26:00,visit,Fashion,Mobile,Email
886,S00886,2025-02-28 19:34:00,product_view,Beauty,Desktop,Email
887,S00887,2025-04-26 21:21:00,visit,Home,Mobile,Paid Search
887,S00887,2025-04-26 21:30:00,product_view,Beauty,Tablet,Direct
887,S00887,2025-04-26 21:34:00,add_to_cart,Beauty,Mobile,Direct
888,S00888,2025-04-06 22:15:00,visit,Sports,Tablet,Paid Search
888,S00888,2025-04-06 22:19:00,product_view,Home,Mobile,Paid Search
889,S00889,2025-01-04 02:56:00,visit,Home,Tablet,Email
890,S00890,2025-06-17 15:29:00,visit,Electronics,Mobile,Social
890,S00890,2025-06-17 15:32:00,product_view,Home,Desktop,Paid Search
891,S00891,2025-04-11 09:32:00,visit,Beauty,Mobile,Paid Search
892,S00892,2025-01-11 04:04:00,visit,Fashion,Mobile,Paid Search
892,S00892,2025-01-11 04:05:00,product_view,Beauty,Desktop,Organic
893,S00893,2025-05-01 15:35:00,visit,Sports,Mobile,Email
894,S00894,2025-06-08 11:10:00,visit,Fashion,Mobile,Paid Search
894,S00894,2025-06-08 11:12:00,product_view,Fashion,Mobile,Organic
895,S00895,2025-05-29 03:09:00,visit,Beauty,Mobile,Paid Search
895,S00895,2025-05-29 03:12:00,product_view,Sports,Tablet,Social
895,S00895,2025-05-29 03:18:00,add_to_cart,Beauty,Tablet,Organic
895,S00895,2025-05-29 03:21:00,purchase,Electronics,Tablet,Organic
896,S00896,2025-04-20 23:40:00,visit,Fashion,Tablet,Paid Search
896,S00896,2025-04-20 23:47:00,product_view,Beauty,Tablet,Social
897,S00897,2025-04-02 08:42:00,visit,Home,Tablet,Paid Search
897,S00897,2025-04-02 08:45:00,product_view,Home,Mobile,Direct
897,S00897,2025-04-02 08:48:00,add_to_cart,Fashion,Desktop,Direct
897,S00897,2025-04-02 08:55:00,purchase,Fashion,Tablet,Direct
898,S00898,2025-04-21 03:38:00,visit,Electronics,Tablet,Email
898,S00898,2025-04-21 03:45:00,product_view,Beauty,Mobile,Organic
899,S00899,2025-04-28 17:14:00,visit,Beauty,Mobile,Social
899,S00899,2025-04-28 17:16:00,product_view,Home,Tablet,Social
899,S00899,2025-04-28 17:21:00,add_to_cart,Fashion,Tablet,Organic
899,S00899,2025-04-28 17:31:00,purchase,Electronics,Desktop,Paid Search
900,S00900,2025-04-11 10:22:00,visit,Fashion,Tablet,Organic
900,S00900,2025-04-11 10:24:00,product_view,Sports,Tablet,Organic
901,S00901,2025-05-24 20:32:00,visit,Beauty,Mobile,Organic
901,S00901,2025-05-24 20:37:00,product_view,Electronics,Desktop,Social
902,S00902,2025-04-02 01:28:00,visit,Fashion,Desktop,Email
902,S00902,2025-04-02 01:31:00,product_view,Electronics,Desktop,Email
903,S00903,2025-04-02 16:10:00,visit,Electronics,Tablet,Paid Search
903,S00903,2025-04-02 16:17:00,product_view,Beauty,Tablet,Organic
903,S00903,2025-04-02 16:20:00,add_to_cart,Beauty,Mobile,Organic
904,S00904,2025-02-12 03:44:00,visit,Fashion,Tablet,Paid Search
904,S00904,2025-02-12 03:47:00,product_view,Sports,Tablet,Direct
905,S00905,2025-06-19 08:13:00,visit,Home,Desktop,Paid Search
905,S00905,2025-06-19 08:19:00,product_view,Sports,Desktop,Organic
906,S00906,2025-05-21 22:25:00,visit,Beauty,Mobile,Paid Search
907,S00907,2025-04-21 11:29:00,visit,Electronics,Mobile,Direct
907,S00907,2025-04-21 11:37:00,product_view,Electronics,Mobile,Paid Search
908,S00908,2025-02-26 08:24:00,visit,Sports,Mobile,Email
908,S00908,2025-02-26 08:30:00,product_view,Fashion,Desktop,Paid Search
908,S00908,2025-02-26 08:36:00,add_to_cart,Home,Mobile,Organic
